/* DATA DESCRIPTION:
Citation:	Rasmussen, Sune Olander; Svensson, Anders M; Vinther, Bo Møllesøe (2022): Greenland NGRIP2 Ice-Core annual layer markings [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.943194, 
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Comment:	Greenland Ice-Core Chronology 2005 (GICC05) annual layer depths for various Greenland ice cores. 
	This is the high-resolution version (full, annual resolution) data file. Previously, 10- and 20-year resolution data files containing the time scale and resampled d18O data have been released for different time intervals together with the papers mentioned below. Ages are reported as years before A.D. 2000 / 2000 CE, abbreviated b2k.
	The file contains the location of the annual markers in the GICC05 time scale for each core's depth sections where data was available and sufficiently resolved to allow annual dating. Details are given in the papers listed below. The markers are placed in the winter and spring depending on the availability of data (e.g. using the winter d18O minimum, winter Sodium concentration maximum, spring dust/Calcium concentration maximum, or visual stratigraphy grey-scale peaks in the deepest parts). Across data gaps, markers are placed by interpolation or using other impurity species with different seasonality (e.g. using summer Ammonium or Nitrate peaks). Therefore, the criteria for where the annual markers are places vary between sections, and care should be taken when interpreting data on annual scale. 
	The dating of the 0-7.9 ka b2k part is described in the paper Vinther et al., 2006
	The dating of the 7.9-14.7 ka b2k part is described in the paper Rasmussen et al., 2006
	The dating of the 14.7-41.8 ka b2k part is described in the paper Andersen et al., 2006
	The dating of the 41.8-60.0 ka b2k part is described in the paper Svensson et al., 2008
	When counting layers, uncertainty is introduced when an annual layer is backed up by evidence only in some of the data series, or when a certain well-resolved feature is suspected to contain more than one annual layer. The cases of ambiguity in the annual layer identification process have been marked using so-called uncertain layer markings. These uncertain layer markings were included in the time scale as ½ ± ½ years, with the ± ½ years forming the basis for quantifying the so-called maximum counting error. The concept of maximum counting error is further discussed in Rasmussen et al. (2006). In a standard deviation context, the maximum counting error can be regarded as 2 sigma as discussed in Andersen et al. (2006).
	In the Holocene, GS-1, and GI-2, the published time scale was derived from annual layer markings by manually determining which half of the uncertain layer markings to count as years, and which to skip. The maximum counting error was estimated from the number of uncertain layer markings as a constant relative uncertainty for each period with similar data availability and characteristics: 21-3,845 a b2k (0.25%), 3,846-6,905 a b2k (0.5%), 6,906-10,276 a b2k (2%), 10,277-11,703 a b2k (0.67%), 11,703-12,896 a b2k (3,3%), 12,896-14,075 a b2k (2.6%), 14,075-14,692 a b2k (2.7%) (see table 2 in Vinther et al, 2006, and table 3 in Rasmussen et al., 2006). From GS-2 and below (Andersen et al., 2006; Svensson et al., 2008) every 2nd uncertain layer was counted as a year and the maximum counting uncertainty increased by one year (giving rise to a variable relative counting error ranging from 4% in the warm interstadial periods to 7% in the cold stadials, and averaging 5.3%). In data set "Greenland NGRIP2 Ice-Core annual layer markings"(https://doi.pangaea.de/10.1594/PANGAEA.943194), the depths of the annual layer markings (including the uncertain ones) are provided with indication of which of these were counted as annual layers. This data set is only available below 10.2 ka. Above this, the locations of the discarded half of the uncertain layer markings have only been recorded on paper.
	The NGRIP1 core reaches down to a depth of 1372 m. The NGRIP2 core (drilled 20 meters away from the NGRIP1 core) reaches from surface to bedrock, but high-resolution measurements have only been carried out downwards from 1346 m. In the 26 m overlap zone, the cores are offset by 0.43 m on average, probably due to uncertainties in the logging procedure (see Schøtt Hvidberg et al., Ann. Glac. 35, 2002). Thus, the same features appear at larger depths in the NGRIP1 than in the NGRIP2 core. We recommend that NGRIP1 depths are used until 9820 b2k, and NGRIP2 depths are used below this.
	Note that the GICC05 time scale has later been revised. The first section of the new time scale, named GICC21, is described in the paper "A multi-ice-core, annual-layer-counted Greenland ice-core chronology for the last 3800 years: GICC21", Climate of the Past volume 18, p. 1125-1150, 2022, https://doi.org/10.5194/cp-18-1125-2022. Updated GICC21 annual-layer positions are released in the supplement to the paper.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Rasmussen, Sune Olander (https://orcid.org/0000-0002-4177-3611, sune.rasmussen@nbi.ku.dk)
	Type (Type) * PI: Rasmussen, Sune Olander (https://orcid.org/0000-0002-4177-3611, sune.rasmussen@nbi.ku.dk) * COMMENT: 1: annual layer, 2: uncertain annual layer included as year, 3: uncertain annual layer not included as year
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 3 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_3)
Size:	52448 data points
*/
Depth ice/snow [m]	Type
1404.809	1
1404.885	1
1404.970	1
1405.040	1
1405.109	1
1405.185	1
1405.265	1
1405.322	1
1405.397	1
1405.440	1
1405.517	1
1405.590	1
1405.674	1
1405.750	1
1405.835	1
1405.895	1
1405.944	1
1406.017	1
1406.108	1
1406.175	1
1406.234	1
1406.292	1
1406.361	1
1406.441	1
1406.496	1
1406.551	1
1406.645	1
1406.734	1
1406.802	1
1406.884	1
1406.942	1
1407.020	1
1407.091	1
1407.156	1
1407.255	1
1407.317	1
1407.390	1
1407.458	1
1407.528	1
1407.588	1
1407.666	1
1407.721	1
1407.814	1
1407.905	1
1407.984	1
1408.070	1
1408.136	1
1408.215	1
1408.282	1
1408.357	1
1408.453	1
1408.535	1
1408.596	1
1408.666	1
1408.743	1
1408.814	1
1408.896	1
1408.964	1
1409.032	1
1409.124	1
1409.192	1
1409.259	1
1409.357	1
1409.424	1
1409.491	1
1409.550	1
1409.590	1
1409.669	1
1409.736	1
1409.790	1
1409.845	1
1409.901	1
1409.973	1
1410.028	1
1410.116	1
1410.180	1
1410.263	1
1410.330	1
1410.409	1
1410.486	1
1410.576	1
1410.628	1
1410.688	1
1410.772	1
1410.866	1
1410.939	1
1410.989	3
1411.032	1
1411.081	1
1411.174	1
1411.240	1
1411.301	1
1411.368	1
1411.426	1
1411.493	1
1411.582	1
1411.642	1
1411.741	1
1411.805	1
1411.872	1
1411.942	1
1411.991	1
1412.045	2
1412.087	1
1412.135	1
1412.209	1
1412.279	1
1412.340	1
1412.404	1
1412.472	1
1412.524	1
1412.590	1
1412.659	1
1412.731	1
1412.784	1
1412.855	1
1412.932	1
1413.008	1
1413.072	1
1413.142	1
1413.199	1
1413.281	1
1413.350	1
1413.431	1
1413.484	1
1413.536	1
1413.577	1
1413.653	1
1413.718	1
1413.762	1
1413.841	1
1413.902	1
1413.963	1
1414.028	1
1414.117	1
1414.169	1
1414.220	1
1414.293	1
1414.364	1
1414.445	1
1414.502	1
1414.577	1
1414.652	1
1414.747	1
1414.802	1
1414.873	1
1414.932	1
1415.011	1
1415.086	1
1415.146	1
1415.215	1
1415.299	1
1415.378	1
1415.456	1
1415.534	1
1415.597	1
1415.661	1
1415.736	1
1415.807	1
1415.868	1
1415.903	3
1415.952	1
1416.007	1
1416.074	1
1416.125	1
1416.182	1
1416.265	1
1416.342	1
1416.414	1
1416.491	1
1416.562	1
1416.635	1
1416.707	1
1416.768	1
1416.805	1
1416.858	1
1416.909	1
1416.977	1
1417.031	1
1417.123	1
1417.195	1
1417.244	1
1417.297	1
1417.368	1
1417.436	1
1417.500	1
1417.562	1
1417.617	1
1417.690	1
1417.753	1
1417.830	1
1417.892	1
1417.969	1
1418.039	1
1418.093	1
1418.170	1
1418.225	1
1418.287	1
1418.358	1
1418.421	1
1418.512	1
1418.547	2
1418.606	1
1418.676	1
1418.749	1
1418.840	1
1418.915	1
1418.978	1
1419.041	1
1419.114	1
1419.168	1
1419.218	1
1419.300	1
1419.364	1
1419.448	1
1419.495	1
1419.557	1
1419.622	1
1419.694	1
1419.774	1
1419.850	1
1419.911	1
1419.999	1
1420.061	1
1420.148	1
1420.217	1
1420.299	1
1420.362	1
1420.409	1
1420.459	1
1420.531	1
1420.592	1
1420.653	1
1420.708	1
1420.772	1
1420.822	1
1420.922	1
1420.980	1
1421.036	1
1421.096	1
1421.171	1
1421.236	1
1421.305	1
1421.401	1
1421.478	1
1421.548	1
1421.616	1
1421.703	1
1421.777	1
1421.834	1
1421.883	1
1421.948	1
1421.997	1
1422.072	1
1422.154	1
1422.230	1
1422.297	1
1422.377	1
1422.426	1
1422.487	1
1422.546	1
1422.604	1
1422.646	1
1422.731	1
1422.801	1
1422.872	1
1422.925	1
1422.991	1
1423.039	1
1423.106	1
1423.174	1
1423.233	1
1423.302	1
1423.390	1
1423.457	1
1423.550	1
1423.615	1
1423.683	1
1423.761	1
1423.832	1
1423.902	1
1423.970	1
1424.034	1
1424.111	1
1424.178	1
1424.233	1
1424.300	1
1424.368	1
1424.425	1
1424.503	1
1424.572	1
1424.639	1
1424.724	1
1424.787	1
1424.839	1
1424.902	1
1424.969	1
1425.038	1
1425.102	1
1425.158	1
1425.210	1
1425.278	1
1425.341	1
1425.413	1
1425.495	1
1425.594	1
1425.678	1
1425.727	1
1425.781	1
1425.861	1
1425.910	1
1425.991	1
1426.064	1
1426.107	1
1426.167	1
1426.230	1
1426.303	1
1426.389	1
1426.463	1
1426.536	1
1426.592	1
1426.670	1
1426.722	1
1426.786	1
1426.852	1
1426.931	1
1426.993	1
1427.059	1
1427.130	1
1427.186	1
1427.245	1
1427.299	1
1427.374	1
1427.429	1
1427.494	1
1427.557	1
1427.620	1
1427.685	1
1427.761	1
1427.830	1
1427.900	1
1427.966	1
1428.026	1
1428.092	1
1428.159	1
1428.220	1
1428.274	1
1428.335	1
1428.390	1
1428.456	1
1428.529	1
1428.623	1
1428.680	1
1428.744	1
1428.804	1
1428.874	1
1428.942	1
1429.009	1
1429.076	1
1429.139	1
1429.208	1
1429.284	1
1429.347	1
1429.415	1
1429.480	1
1429.544	1
1429.619	1
1429.679	1
1429.730	1
1429.809	1
1429.855	1
1429.916	1
1429.988	1
1430.049	1
1430.118	1
1430.171	1
1430.244	1
1430.287	1
1430.344	1
1430.416	1
1430.451	1
1430.532	1
1430.599	1
1430.691	1
1430.771	1
1430.853	1
1430.912	1
1430.958	1
1431.005	1
1431.046	1
1431.197	1
1431.289	1
1431.345	1
1431.410	1
1431.481	1
1431.558	1
1431.629	1
1431.709	1
1431.784	1
1431.848	1
1431.898	1
1431.978	1
1432.039	1
1432.086	1
1432.150	1
1432.216	1
1432.286	1
1432.364	1
1432.423	1
1432.487	1
1432.547	1
1432.602	1
1432.669	1
1432.738	1
1432.810	1
1432.887	1
1432.951	1
1432.998	1
1433.056	1
1433.131	1
1433.194	1
1433.270	1
1433.327	1
1433.383	1
1433.448	1
1433.501	1
1433.590	1
1433.641	1
1433.705	1
1433.787	1
1433.854	1
1433.937	1
1434.008	1
1434.076	1
1434.147	1
1434.216	1
1434.284	1
1434.355	1
1434.407	1
1434.458	1
1434.528	1
1434.592	1
1434.656	1
1434.714	1
1434.776	1
1434.837	1
1434.891	1
1434.959	1
1435.018	1
1435.079	1
1435.127	1
1435.185	1
1435.254	1
1435.329	1
1435.397	1
1435.471	1
1435.525	1
1435.602	1
1435.668	1
1435.746	1
1435.810	1
1435.861	1
1435.923	1
1436.007	1
1436.059	1
1436.110	1
1436.158	1
1436.209	1
1436.260	1
1436.334	1
1436.389	1
1436.452	1
1436.521	1
1436.599	1
1436.673	1
1436.748	1
1436.824	1
1436.891	1
1436.967	1
1437.035	1
1437.101	1
1437.183	1
1437.243	1
1437.305	1
1437.368	1
1437.425	1
1437.480	1
1437.529	1
1437.575	1
1437.671	1
1437.741	1
1437.809	1
1437.863	1
1437.916	1
1437.973	1
1438.054	1
1438.145	1
1438.201	1
1438.260	1
1438.343	1
1438.405	1
1438.460	1
1438.520	1
1438.596	1
1438.650	1
1438.708	1
1438.758	1
1438.811	1
1438.866	1
1438.922	1
1438.987	1
1439.055	1
1439.133	1
1439.188	1
1439.253	1
1439.334	1
1439.394	1
1439.435	1
1439.490	1
1439.542	1
1439.616	1
1439.679	1
1439.752	1
1439.818	1
1439.872	1
1439.917	1
1439.999	1
1440.050	1
1440.093	1
1440.162	1
1440.220	1
1440.287	1
1440.355	1
1440.402	1
1440.448	1
1440.517	1
1440.584	1
1440.663	1
1440.729	1
1440.795	1
1440.856	1
1440.919	1
1440.985	1
1441.046	1
1441.082	1
1441.162	1
1441.223	1
1441.278	1
1441.340	1
1441.424	1
1441.480	1
1441.550	1
1441.610	1
1441.671	1
1441.741	1
1441.816	1
1441.884	1
1441.946	1
1442.005	1
1442.052	1
1442.114	1
1442.188	1
1442.240	1
1442.302	1
1442.362	1
1442.437	1
1442.502	1
1442.578	1
1442.643	1
1442.693	1
1442.763	1
1442.824	1
1442.904	1
1442.978	1
1443.056	1
1443.124	1
1443.212	1
1443.267	1
1443.345	1
1443.414	1
1443.484	1
1443.539	1
1443.612	1
1443.673	1
1443.734	1
1443.802	1
1443.869	1
1443.950	1
1444.022	1
1444.066	1
1444.143	1
1444.208	1
1444.271	1
1444.325	1
1444.398	1
1444.445	1
1444.513	1
1444.582	1
1444.647	1
1444.709	1
1444.782	1
1444.849	1
1444.917	1
1444.977	1
1445.044	1
1445.120	1
1445.189	1
1445.242	1
1445.287	1
1445.336	1
1445.433	1
1445.492	1
1445.539	1
1445.594	1
1445.668	1
1445.728	1
1445.779	1
1445.843	1
1445.910	1
1445.951	1
1446.018	1
1446.088	1
1446.144	1
1446.216	1
1446.270	1
1446.333	1
1446.387	1
1446.449	1
1446.491	1
1446.550	1
1446.602	1
1446.654	1
1446.700	1
1446.756	1
1446.807	1
1446.845	3
1446.901	1
1446.962	1
1447.028	1
1447.096	1
1447.151	1
1447.217	1
1447.284	1
1447.325	1
1447.413	1
1447.466	1
1447.528	1
1447.572	1
1447.634	1
1447.700	1
1447.765	1
1447.836	1
1447.874	1
1447.929	1
1447.976	1
1448.034	1
1448.094	1
1448.133	1
1448.199	1
1448.254	1
1448.304	1
1448.355	1
1448.419	1
1448.476	1
1448.528	1
1448.582	1
1448.640	1
1448.698	1
1448.768	1
1448.847	1
1448.910	1
1448.979	1
1449.060	1
1449.090	1
1449.160	1
1449.216	1
1449.267	1
1449.326	1
1449.397	1
1449.474	1
1449.524	1
1449.574	1
1449.645	1
1449.712	1
1449.778	1
1449.839	1
1449.918	1
1449.976	1
1450.036	1
1450.074	1
1450.108	1
1450.166	1
1450.235	1
1450.294	1
1450.348	1
1450.403	1
1450.467	1
1450.515	1
1450.569	1
1450.626	1
1450.681	1
1450.745	1
1450.797	1
1450.849	1
1450.911	1
1450.970	1
1451.030	1
1451.096	1
1451.167	1
1451.243	1
1451.292	1
1451.383	1
1451.432	1
1451.487	1
1451.538	1
1451.614	1
1451.656	1
1451.706	1
1451.760	1
1451.832	1
1451.912	1
1451.987	1
1452.050	1
1452.108	1
1452.170	1
1452.232	1
1452.292	1
1452.368	1
1452.442	2
1452.474	1
1452.540	1
1452.607	1
1452.662	1
1452.726	1
1452.796	1
1452.874	1
1452.904	1
1452.976	1
1453.034	1
1453.091	1
1453.151	1
1453.211	1
1453.271	1
1453.348	1
1453.419	1
1453.479	1
1453.536	1
1453.592	1
1453.664	1
1453.738	1
1453.789	1
1453.875	1
1453.930	1
1454.003	1
1454.052	1
1454.104	1
1454.140	1
1454.194	1
1454.269	1
1454.324	1
1454.380	1
1454.438	1
1454.484	1
1454.530	1
1454.603	1
1454.677	1
1454.746	1
1454.803	1
1454.859	1
1454.923	1
1454.966	1
1455.011	1
1455.088	1
1455.133	1
1455.182	1
1455.265	1
1455.351	1
1455.410	1
1455.491	1
1455.545	1
1455.600	1
1455.662	1
1455.723	1
1455.792	1
1455.856	1
1455.910	1
1455.979	1
1456.039	1
1456.107	1
1456.167	1
1456.242	1
1456.289	1
1456.349	1
1456.402	2
1456.443	1
1456.512	1
1456.573	1
1456.628	1
1456.682	1
1456.742	1
1456.800	1
1456.855	1
1456.916	1
1456.979	1
1457.037	1
1457.109	1
1457.180	1
1457.235	1
1457.302	1
1457.368	1
1457.427	1
1457.481	1
1457.546	1
1457.603	1
1457.673	1
1457.716	1
1457.774	1
1457.837	1
1457.910	1
1457.977	1
1458.047	1
1458.111	1
1458.158	1
1458.225	1
1458.263	1
1458.320	1
1458.375	1
1458.436	1
1458.502	1
1458.577	1
1458.642	1
1458.689	1
1458.755	1
1458.825	1
1458.897	1
1458.952	1
1459.011	1
1459.077	1
1459.140	1
1459.204	1
1459.264	1
1459.324	1
1459.375	1
1459.426	1
1459.487	1
1459.538	1
1459.590	1
1459.653	1
1459.739	1
1459.793	1
1459.854	1
1459.901	1
1459.955	1
1460.014	1
1460.083	1
1460.139	1
1460.194	1
1460.268	1
1460.337	1
1460.391	1
1460.463	1
1460.521	1
1460.592	1
1460.646	1
1460.710	1
1460.790	1
1460.851	1
1460.899	1
1460.960	1
1461.002	1
1461.080	1
1461.116	1
1461.179	1
1461.231	1
1461.296	1
1461.329	2
1461.380	1
1461.439	1
1461.494	1
1461.565	1
1461.625	1
1461.692	1
1461.737	1
1461.784	1
1461.835	1
1461.910	1
1461.968	1
1462.019	1
1462.067	1
1462.119	1
1462.203	1
1462.265	1
1462.321	1
1462.391	1
1462.467	1
1462.538	1
1462.584	1
1462.650	1
1462.714	1
1462.767	1
1462.829	1
1462.883	1
1462.934	1
1462.989	1
1463.046	1
1463.104	1
1463.163	1
1463.222	1
1463.292	1
1463.351	1
1463.421	1
1463.495	1
1463.550	1
1463.623	1
1463.690	1
1463.746	1
1463.795	1
1463.862	1
1463.923	1
1463.995	1
1464.044	1
1464.108	1
1464.165	1
1464.205	1
1464.260	1
1464.322	1
1464.374	1
1464.434	1
1464.484	1
1464.556	1
1464.628	1
1464.693	1
1464.750	1
1464.807	1
1464.872	1
1464.914	1
1464.965	1
1465.008	1
1465.060	1
1465.118	1
1465.177	1
1465.237	1
1465.297	1
1465.351	1
1465.417	1
1465.471	1
1465.523	1
1465.570	1
1465.639	1
1465.716	1
1465.772	1
1465.845	1
1465.893	1
1465.945	1
1465.996	1
1466.061	1
1466.106	1
1466.157	1
1466.219	1
1466.277	1
1466.336	1
1466.393	1
1466.484	1
1466.539	1
1466.610	1
1466.644	1
1466.672	1
1466.749	1
1466.799	1
1466.849	1
1466.909	1
1466.976	1
1467.035	1
1467.097	1
1467.165	1
1467.246	1
1467.311	1
1467.359	1
1467.413	1
1467.486	1
1467.530	1
1467.573	1
1467.647	1
1467.705	1
1467.772	1
1467.841	1
1467.895	1
1467.946	1
1468.006	1
1468.071	1
1468.160	1
1468.227	1
1468.271	1
1468.329	1
1468.375	1
1468.425	1
1468.476	1
1468.544	1
1468.595	1
1468.651	1
1468.733	1
1468.811	1
1468.871	1
1468.941	1
1469.017	1
1469.063	1
1469.130	1
1469.173	1
1469.233	1
1469.287	1
1469.359	1
1469.400	1
1469.486	1
1469.552	1
1469.643	1
1469.680	1
1469.756	1
1469.835	1
1469.886	1
1469.943	1
1470.006	1
1470.064	1
1470.114	1
1470.171	1
1470.230	1
1470.304	1
1470.355	1
1470.416	1
1470.484	1
1470.529	1
1470.586	1
1470.641	1
1470.686	1
1470.723	1
1470.777	1
1470.842	1
1470.892	1
1470.945	1
1470.997	1
1471.054	1
1471.148	1
1471.213	1
1471.262	1
1471.316	1
1471.393	1
1471.455	1
1471.510	1
1471.561	1
1471.617	1
1471.675	1
1471.724	1
1471.789	1
1471.872	1
1471.928	1
1471.971	1
1472.023	1
1472.090	1
1472.143	1
1472.196	1
1472.258	1
1472.319	1
1472.384	1
1472.432	1
1472.483	1
1472.531	1
1472.589	1
1472.663	1
1472.719	1
1472.784	1
1472.856	1
1472.920	1
1472.969	1
1473.043	1
1473.080	1
1473.152	1
1473.215	1
1473.267	1
1473.359	1
1473.403	1
1473.467	1
1473.539	1
1473.591	1
1473.646	1
1473.701	1
1473.775	1
1473.838	1
1473.879	1
1473.934	1
1473.990	1
1474.043	1
1474.097	1
1474.158	1
1474.217	1
1474.271	1
1474.319	1
1474.407	1
1474.465	1
1474.506	1
1474.566	1
1474.620	1
1474.683	1
1474.756	1
1474.805	1
1474.859	1
1474.937	1
1474.973	1
1475.024	1
1475.075	1
1475.132	1
1475.194	1
1475.245	1
1475.300	1
1475.366	1
1475.425	1
1475.485	1
1475.553	1
1475.615	1
1475.687	1
1475.737	1
1475.787	1
1475.844	1
1475.902	1
1475.954	1
1475.997	1
1476.050	1
1476.102	1
1476.160	1
1476.194	1
1476.257	1
1476.314	1
1476.365	1
1476.409	1
1476.492	1
1476.562	1
1476.615	1
1476.654	1
1476.695	1
1476.750	1
1476.791	1
1476.865	1
1476.917	1
1476.945	1
1477.022	1
1477.071	1
1477.117	1
1477.164	1
1477.226	1
1477.252	1
1477.292	1
1477.328	1
1477.388	1
1477.423	1
1477.473	1
1477.522	1
1477.572	1
1477.632	1
1477.668	1
1477.721	1
1477.767	1
1477.803	3
1477.825	1
1477.872	1
1477.930	1
1477.980	1
1478.026	1
1478.073	1
1478.117	1
1478.156	1
1478.207	1
1478.246	1
1478.303	1
1478.348	1
1478.406	1
1478.462	1
1478.509	1
1478.569	1
1478.615	1
1478.663	1
1478.718	1
1478.762	1
1478.806	1
1478.855	1
1478.904	1
1478.947	1
1479.018	1
1479.065	1
1479.108	1
1479.148	1
1479.209	1
1479.264	1
1479.298	2
1479.321	1
1479.372	1
1479.423	1
1479.477	1
1479.517	1
1479.568	1
1479.624	1
1479.668	1
1479.712	1
1479.759	1
1479.817	1
1479.874	1
1479.926	1
1479.987	1
1480.027	1
1480.082	1
1480.130	1
1480.186	1
1480.242	1
1480.297	1
1480.352	1
1480.405	1
1480.467	1
1480.524	1
1480.582	1
1480.647	1
1480.690	3
1480.725	1
1480.775	1
1480.830	1
1480.881	1
1480.929	1
1480.969	1
1481.024	1
1481.079	1
1481.135	1
1481.187	1
1481.235	1
1481.283	1
1481.346	1
1481.393	1
1481.452	1
1481.489	1
1481.543	1
1481.596	1
1481.662	1
1481.722	1
1481.784	1
1481.839	1
1481.888	1
1481.940	1
1481.976	1
1482.043	1
1482.089	1
1482.156	1
1482.205	1
1482.261	1
1482.320	1
1482.386	1
1482.435	1
1482.508	1
1482.570	1
1482.615	1
1482.652	1
1482.716	1
1482.786	1
1482.835	1
1482.886	1
1482.949	1
1482.989	2
1483.018	1
1483.061	1
1483.109	1
1483.159	1
1483.214	1
1483.274	1
1483.334	3
1483.372	1
1483.413	1
1483.478	1
1483.569	1
1483.621	1
1483.676	1
1483.750	1
1483.818	1
1483.887	1
1483.959	1
1484.010	1
1484.069	1
1484.137	1
1484.189	1
1484.215	1
1484.260	1
1484.304	1
1484.343	1
1484.415	1
1484.467	1
1484.537	1
1484.592	1
1484.649	1
1484.713	1
1484.767	1
1484.833	1
1484.880	1
1484.955	1
1485.002	1
1485.036	1
1485.072	1
1485.120	1
1485.154	1
1485.212	1
1485.288	1
1485.360	1
1485.414	2
1485.441	1
1485.498	1
1485.560	1
1485.635	1
1485.685	1
1485.761	1
1485.814	1
1485.884	1
1485.949	1
1486.033	1
1486.101	1
1486.154	1
1486.219	1
1486.275	1
1486.330	1
1486.389	1
1486.442	1
1486.507	1
1486.569	1
1486.632	1
1486.697	1
1486.735	3
1486.768	1
1486.830	1
1486.857	3
1486.897	1
1486.951	1
1486.992	1
