/* DATA DESCRIPTION:
Citation:	Freitag, Johannes; Kipfstuhl, Sepp; Weißbach, Stefanie; Karlsson, Nanna Bjørnholt; Münch, Thomas; Hörhold, Maria (2021): Density profile of the NG2012 firn core [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.931739, 
	In: Freitag, J et al. (2021): Extension of the stable oxygen isotope and density profile of the NGRIP ice core [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.931746
Abstract:	Density was measured by micro-focus Computer Tomography with a resolution of 0.1mm and subsequently smoothed with a Gaussian filter with sigma 2 cm.
Keyword(s):	firn core; North Greenland Traverse; stable water isotopes
Project(s):	Glaciology @ AWI (AWI_Glac) (URI: https://www.awi.de/en/science/geosciences/glaciology.html)
	North Greenland Eemian Ice Drilling (NEEM) (URI: https://neem.dk/)
	Polar Terrestrial Environmental Systems @ AWI (AWI_Envi) (URI: https://www.awi.de/en/science/geosciences/polar-terrestrial-environmental-systems.html)
Funding:	Agence Nationale de la Recherche (ANR) (URI: http://www.agence-nationale-recherche.fr/en/project-based-funding-to-advance-french-research/), grant/award no. 07-VULN-09-001: North Greenland Eemian Ice Drilling
Coverage:	LATITUDE: 75.016666 * LONGITUDE: -42.533331
	MINIMUM DEPTH, ice/snow: 0.020000000 m * MAXIMUM DEPTH, ice/snow: 16.955000000 m
Event(s):	NGRIP_2012 * LATITUDE: 75.016666 * LONGITUDE: -42.533331 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: GL-Land_2012_NEEM12_NGT12 (URI: https://download.pangaea.de/reference/109684/attachments/Field_season_report_2012.pdf) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Firn corer (FIRNC) * COMMENT: NGRIP continuation, year 2012
Parameter(s):	Density [g/cm**3] (Density) * PI: Freitag, Johannes (https://orcid.org/0000-0003-2654-9440, Johannes.Freitag@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/johannes-freitag.html) * METHOD/DEVICE: Smoothed with a Gaussian filter * COMMENT: eq 5mm density gauss 2 cm
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Freitag, Johannes (https://orcid.org/0000-0003-2654-9440, Johannes.Freitag@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/johannes-freitag.html) * COMMENT: eq 5mm depth
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	3388 data points
*/
Density [g/cm**3]	Depth ice/snow [m]
0.290391308	0.020000000
0.310809456	0.025000000
0.325753948	0.029999999
0.335575062	0.035000000
0.340976021	0.039999999
0.342861229	0.045000002
0.342214536	0.050000001
0.340016798	0.055000000
0.337179624	0.059999999
0.334485247	0.064999998
0.332533193	0.070000000
0.331690560	0.075000003
0.332056328	0.079999998
0.333467065	0.085000001
0.335547907	0.090000004
0.337802706	0.094999999
0.339729175	0.100000000
0.340901404	0.105000000
0.341072284	0.110000000
0.340183764	0.115000000
0.338354033	0.120000000
0.335822750	0.125000000
0.332885593	0.130000000
0.329830082	0.135000010
0.326876291	0.140000000
0.324147387	0.145000000
0.321670078	0.150000010
0.319403390	0.155000000
0.317289291	0.160000000
0.315282984	0.165000010
0.313391833	0.170000000
0.311676990	0.175000000
0.310233274	0.180000010
0.309138494	0.185000000
0.308416196	0.190000000
0.308007176	0.194999990
0.307770916	0.200000000
0.307531781	0.205000000
0.307135371	0.209999990
0.306461407	0.215000000
0.305506088	0.220000000
0.304299487	0.224999990
0.302900464	0.230000000
0.301343802	0.235000000
0.299619910	0.239999990
0.297671813	0.245000000
0.295414187	0.250000000
0.292775084	0.255000000
0.289736454	0.259999990
0.286384735	0.264999990
0.282930461	0.270000010
0.279707709	0.275000010
0.277121858	0.280000000
0.275569883	0.285000000
0.275348476	0.289999990
0.276584928	0.294999990
0.279213713	0.300000010
0.282997499	0.305000010
0.287591249	0.310000000
0.292623234	0.315000000
0.297751479	0.319999990
0.302703072	0.324999990
0.307286430	0.330000010
0.311382352	0.335000010
0.314926007	0.340000000
0.317890189	0.345000000
